Player,team,opponent,proj_mins,conf,last_5_games,last_5_games_fouls,pos,stat,bet_side,stat_projection,line,odds,book,win_pct,expected_value,xAiScore,manualRtg,manualNotes,full_odds_meta_data,team_averages,minutes_injury_summary,minutes_confidence_justification,xAiContext,matched_sim_means,sim_source,game_time_cst,kenpom_player_url
Keaton Wagler,Illinois,Connecticut,37.0,0.95,"[43, 32, 32, 38, 37]","[2.5, 1.8, 1.8, 2.2, 2.1]",G,points,under,17.6624,19.5,-130,fanduel,0.64,1.1264,88,,,caesars 17.5 O -109; U -122 | draftkings 17.5 O -115; U NA | fanatics 17.5 O -110; U -120 | fanduel 19.5 O +164; U -130 | prophetx 17.5 O -113; U -139 | sleeper 17.5 O -115; U -143,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes proj 37 solid, matches last5 avg 36min (43,32,32,38,38). Recent pts:25(Iowa),13(Hou),14(VCU),18(Penn),19(Wis) avg17.8, 4/5 under19.5. No injuries/news changes role; primary guard stable high usage. UConn elite D, team PTS proj74<84avg supports low output. Adversarial: tourney spike risk but vs tougher opp unlikely, recent vs def teams low.",17.66,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57911
Tomislav Ivisic,Illinois,Connecticut,27.0,0.95,"[24, 21, 23, 29, 27]","[1.9, 1.6, 1.8, 2.2, 2.1]",C,rebounds,over,5.7813,5.5,140,draftkings,0.47,1.1251,42,,,caesars 5.5 O +121; U +109 | draftkings 5.5 O +140; U NA | fanatics 5.5 O +130; U +110 | fanduel 5.5 O +130; U +102 | prophetx 4.5 O -153; U +129 | sleeper 4.5 O -156; U -106,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes projection solid (27, matches last5:24-29), high conf. But REB recent volatile in tourney: 4@27min Elite8 Iowa (5foul), 3@29 Sweet16 Hou, prior 11@22 VCU,7@21 Penn. Season 5.6-6.3rpg, last10 5.3. Prior vs UConn 10reb but team lost reb battle 38-43. UConn bigs dominate (13.5rpg tourney). Perim role comments reduce crash. Team REB proj 36.4<<41. Fragile O5.5 edge.",5.78,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=55994
Jayden Ross,Connecticut,Illinois,22.0,0.95,"[23, 21, 22, 19, 21]","[2.2, 2, 2.1, 1.9, 2]",F,points,over,4.9395,3.5,-122,sleeper,0.62,1.1212,48,,,sleeper 3.5 O -122; U -133,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,N/A,"Minutes stable ~21-22 last5 (19-24), matching 22 proj w/ high conf. Pts volatile: last5 0(Duke21m),1(MSU19m),11(UCLA22m),2(Furman21m),3(StJ24m); avg 3.4, 4/5 under 3.5. Defensive bench role per previews; low scoring Final Four env (team PTS proj 70<78.7 avg). Prior vs IL 5pts/16m. Fragile recent prod despite season 4.6PPG erodes edge.",4.94,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54878
Yaxel Lendeborg,Michigan,Arizona,34.0,0.95,"[34, 27, 32, 35, 35]","[1.9, 1.5, 1.8, 1.9, 1.9]",C,points,under,16.3951,17.5,-115,fanatics,0.6,1.1165,28,,,caesars 16.5 O -118; U -113 | draftkings 17.5 O +100; U NA | fanatics 17.5 O +110; U -115 | fanduel 14.5 O -184; U -114 | prophetx 16.5 O -126; U -124 | sleeper 16.5 O -133; U -123,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj solid (34 min, 0.95 conf, last5 avg 33.3). But pts production strong: last5 20.8 avg (27,23,25,9,20), tourney 21 avg. Season 14.7 skewed by early lows; hot recently w/ good 3pt (10/22 last4). No injury issues post-ankle. AZ tough D (elite 2pt def), team PTS proj down to 79, but star role/usage favors 20+. Under proj stale vs form; low trust in edge.",16.40,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55504
Koa Peat,Arizona,Utah St.,34.0,0.92,"[35, 29, 26, 27, 28]","[2.8, 2.3, 2.1, 2.2, 2.2]",FC,rebounds,under,6.3306,6.5,-106,caesars,0.57,1.1121,82,,LINE_CHANGED_5.5_TO_6.5:,caesars 6.5 O +129; U -106 | draftkings 6.5 O +135; U NA | fanduel 5.5 O -145; U +100 | prophetx 5.5 O -143; U -109 | sleeper 5.5 O -145; U -114,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,N/A,"Minutes stable at 27-34 last 5, projection 34 reliable. Recent REB: 7,3,10,7,6 (avg 6.6), variance high (3-10) makes under fragile but projection 6.33 fits. Postseason avg 6.75. Michigan elite opp REB defense (31.2/g #20), Arizona team REB proj 37.6 low vs 43.2 season, limits opp. Healthy, key role. Edge holds despite volatility.",6.33,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59288
Nimari Burnett,Michigan,Arizona,23.0,0.9,"[28, 26, 24, 17, 27]","[2.1, 2, 1.8, 1.3, 2]",GF,points_rebounds_assists,under,12.7512,13.5,-115,sleeper,0.59,1.0991,65,,,sleeper 13.5 O -143; U -115,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 23 ok vs last5 avg~24 but volatile (14-28 range, recent low 17min). Season PRA 12.3, proj 12.75 reasonable. Recent 5 PRA avg 13.6 w/highs 20/16 in 26+min but lows 8/9 in <20min. Postseason uptick risky for under. No injury, starter role solid. Lower scoring game aids under but unstable mins/fragile PRA trend docks score.","8.29,3.23,1.24","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=50096
Eric Reibe,Connecticut,Illinois,5.0,0.82,"[11, 5, 10, 7, 7]","[1.7, 0.8, 1.5, 1.1, 1.1]",C,rebounds,under,1.2679,1.5,-169,sleeper,0.69,1.0925,88,,,sleeper 1.5 O +102; U -169,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Variable recent minutes (5-16); slight reduction to reallocate bench minutes to returning Stewart given lineup context,"Minutes proj 5.0 conservative vs last5 avg8 (11,5,10,7,7), but recent tournament rebs 0-1 (Duke1,MSU0,UCLA1,Furman0). Prev vs Ill 7reb/22min due to Reed fouls, but Reed now tourney beast (13.5rpg/32min). Reibe faded role; Stewart wing return spares C min. Proj 1.27 reb fits low output. Team REB down. Under trustworthy.",1.27,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=58097
Nimari Burnett,Michigan,Arizona,23.0,0.9,"[28, 26, 24, 17, 27]","[2.1, 2, 1.8, 1.3, 2]",GF,threes,under,1.5007,1.5,-113,caesars,0.58,1.091,88,,,caesars 1.5 O -118; U -113 | draftkings 1.5 O -120; U NA | fanatics 1.5 O -115; U -115 | fanduel 1.5 O +100; U NA | sleeper 1.5 O -128; U -128,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 23 aligns with last5 avg ~24 (28,26,24,17,27), stable role as starter/spacer. Recent 3PM: last5 avg1.8 (1,0,3,3,2), last2 0.5 (vs ALA,TENN), supports under1.5 at 38% on 4PA. Arizona strong D may limit shots. Variable but no injuries/news threaten; team 3PM proj down. Edge trustworthy.",1.50,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=50096
Tarris Reed,Connecticut,UCLA,33.0,0.92,"[30, 27, 23, 29, 35]","[3.3, 3, 2.5, 3.2, 3.8]",C,points_rebounds,over,27.0055,24.5,-125,fanduel,0.61,1.0893,75,,LINE_CHANGED_26.5_TO_24.5:,draftkings 25.5 O -125; U NA | fanduel 24.5 O -125; U -102 | prophetx 24.5 O -20408; U -20408,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Consistent high recent minutes,"Minutes stable at 29-35 last 5. Recent P+R: 35(Duke),25(MSU),23(UCLA),58(Furman),24(SJU); avg 29>24.5 but variable. Foul risk high (4PF MSU). Illinois #1 height, strong boards; low team PTS/REB proj hurts overs. Tough matchup limits edge vs hot streak.","15.79,11.22","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53353
David Mirkovic,Illinois,Connecticut,37.0,0.9,"[37, 28, 23, 34, 38]","[2.5, 1.9, 1.6, 2.3, 2.6]",C,rebounds,over,9.849,9.5,125,fanatics,0.48,1.0891,52,,,caesars 9.5 O +109; U +103 | draftkings 9.5 O +120; U NA | fanatics 9.5 O +125; U +100 | fanduel 9.5 O +122; U +102 | prophetx 8.5 O -145; U -108 | sleeper 8.5 O -154; U -108,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,"Variance in recent games (23-38 min), but consistently heavy rotation player","Minutes proj 37 optimistic vs recent tournament avg 31min (24min low vs VCU). Reb volatile: last5 12,10,5,17,5 (avg9.8, 2 unders). High min correlate w/high reb but 36min/5reb vs Wis. Team REB proj 36.4 low vs 41avg, tougher vs UConn. Prior vs UConn:8reb/18min. No injury but matchup risk lowers edge.",9.85,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57910
Elliot Cadeau,Michigan,Arizona,35.0,0.85,"[38, 26, 37, 34, 34]","[2.9, 2, 2.9, 2.6, 2.6]",G,rebounds,over,3.5165,2.5,-133,sleeper,0.62,1.089,68,,,sleeper 2.5 O -133; U -123,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03","Possible allergic reaction pre-Final Four travel; evaluated and cleared, plans to play",High std dev (4.21); recent health issue but confirmed available for game,"Minutes proj 35 reliable (last5 avg33.8, std4.2; starter w/ injured backup). Reb last5:1,2,4,5,3 (avg3.0, 3/5 over2.5) up from season2.6 but volatile for PG. Tournament trend solid but 2 unders in low-reb games. Allergic rxn cleared, no role change. Team REB proj36.6<<season40.7 vs AZ reb elite; fragile edge in tough env.",3.52,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55027
Tomislav Ivisic,Illinois,Connecticut,27.0,0.95,"[24, 21, 23, 29, 27]","[1.9, 1.6, 1.8, 2.2, 2.1]",C,points,under,9.1204,9.5,-113,caesars,0.57,1.0758,68,,,caesars 9.5 O -120; U -113 | draftkings 9.5 O -125; U NA | fanatics 9.5 O -115; U -115 | fanduel 9.5 O -110; U -114 | prophetx 9.5 O -123; U -127 | sleeper 9.5 O -128; U -128,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,"Minutes proj 27 aligns w/ last5 avg 24.6 & tourn 24.8, stable role as starter C, no injuries. Recent pts:13(Iowa),9(HOU),14(VCU),12(Penn),9(Wis) avg11.4; tourn12.0. Vs UConn earlier11pts. Volatile(2/5 under9.5), foul risk(fouled out last). Low team total74 favors under but recent hot streak/hot vs physical foes makes edge fragile. 57% winprob reasonable but adversarial recent overs lower trust.",9.12,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=55994
Silas Demary,Connecticut,Illinois,23.0,0.85,"[31, 0, 22, 23, 23]","[2.7, 0, 1.9, 2, 2]",G,points_rebounds,over,12.9083,11.5,-115,draftkings,0.58,1.0755,42,,,draftkings 11.5 O -115; U NA | fanduel 11.5 O -122; U -104,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Grade 2 high ankle sprain with calf/Achilles issues, consistently played 22-23 min in last 3 tournament games despite limited practice","High recent consistency (22,23,23 min) reduces prior std dev concerns amid ongoing injury management","Minutes stable ~23 in last 3 despite injury, matching proj. But pts+reb only 8.7 avg (16@Duke,5@MSU,5@UCLA) vs 12.9 proj; pts volatile (11,2,2), reb steady ~3.7. Ongoing ankle/calf limits explosiveness/scoring, no full practice. Team PTS proj 70<78.7 signals tough env. Recent underperforms proj, fragile for over 11.5.","9.15,3.76","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54416
Solo Ball,Connecticut,UCLA,28.0,0.92,"[24, 25, 17, 29, 25]","[1.5, 1.6, 1.1, 1.8, 1.6]",GF,rebounds,over,3.2642,2.5,-112,sleeper,0.56,1.068,42,,,sleeper 2.5 O -112; U -147,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Nagging wrist injury, managed with strong recent tournament play","High recent minutes (30, 32) in Sweet 16/Elite 8; reports confirm wrist improving and key role as starter (25-30+ MPG)","Adversarial review disproves: Last 5 games REB 2,0,2,5,3 (avg 2.4<2.5 line), incl 0 in 32min Sweet16 & 2 in 30min Elite8 despite high mins. 13min tournament game (UCLA) signals volatility, possibly foul trouble. Recent shooting slump (2-18 3s) & wrist history may limit aggression. Team REB proj 34.9<season 36.4, slower PTS 70 pace vs Illini rematch cuts opps. Fragile form undermines 3.26 proj.",3.26,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54875
Kylan Boswell,Illinois,Connecticut,29.0,0.9,"[17, 27, 34, 30, 27]","[1.1, 1.8, 2.3, 2, 1.8]",G,points_rebounds_assists,over,16.9299,15.5,-115,sleeper,0.57,1.0654,58,,,sleeper 15.5 O -115; U -143,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,Recovered from February broken hand; full minutes recently,"Minutes stable at ~28-30 recently (26-34 tournament), but 17min outlier earlier due to fouls. Recent PRA: 6 (Iowa),12 (Hou),19 (VCU),17 (Penn); avg ~13.5, volatile pts (0FG last 2gms). Tough UConn D limits scoring; proj 16.9 optimistic vs low team tot 74. Role key, recovered, prior 37PRA vs UConn but early szn. Fragile edge.","10.79,3.65,2.50","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53510
Jaden Bradley,Arizona,Utah St.,37.0,0.88,"[35, 31, 31, 34, 23]","[2.2, 1.9, 1.9, 2.1, 1.4]",G,points,over,14.6387,14.5,122,fanduel,0.48,1.0637,42,,LINE_CHANGED_12.5_TO_14.5:,caesars 13.5 O -118; U -113 | draftkings 13.5 O -115; U NA | fanatics 14.5 O +110; U -105 | fanduel 14.5 O +122; U -120 | prophetx 13.5 O -121; U -107 | sleeper 13.5 O -128; U -128,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,"High recent minutes as core starter in most lineups, past wrist scare resolved","Minutes proj 37 high vs last5 avg 33.4min (23min dud, no foul trouble noted). Points last5:14,14,18,7,13 (avg13.2)<14.5 line; season13.3. Postseason13.3. Playmaker role prioritizes assists over scoring. Michigan's Yaxel strong on PGs. Team PTS proj78<<86.6 avg signals lower opp. Projection fragile, win lik0.48 favors under slightly.",14.64,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=52396
Morez Johnson,Michigan,Arizona,24.0,1.0,"[24, 26, 27, 24, 23]","[2.2, 2.3, 2.4, 2.2, 2.1]",C,points,under,11.1821,11.5,-109,caesars,0.55,1.0625,68,,,caesars 11.5 O -122; U -109 | draftkings 11.5 O -130; U NA | fanduel 9.5 O -198; U -114 | prophetx 11.5 O -128; U -121 | sleeper 11.5 O -130; U -125,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,"Minutes proj 24 stable (last5:23-27). Recent pts last5:12(Tenn),7(Ala),15(SLU),21(How),8(Pur) avg12.6>11.18 proj but volatile(7-21). Poor shooting vs Ala(3-10). Season13.2PPG efficient62%FG. No injuries, starter role firm. Vs AZ: foul risk noted in previews(4PF Tenn), tough frontcourt matchup, team PTS proj79<season89. Edge ok but fragile recent prod lowers trust.",11.18,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=56077
Keaton Wagler,Illinois,Connecticut,37.0,0.95,"[43, 32, 32, 38, 37]","[2.5, 1.8, 1.8, 2.2, 2.1]",G,threes,under,2.2387,2.5,-145,fanatics,0.62,1.0445,N/A,,,caesars 2.5 O +108; U -150 | draftkings 2.5 O -150; U NA | fanatics 2.5 O +110; U -145 | fanduel 2.5 O -136; U NA | prophetx 2.5 O -20408; U -20408 | sleeper 2.5 O +103; U -172,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,N/A,2.24,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57911
Morez Johnson,Michigan,Arizona,24.0,1.0,"[24, 26, 27, 24, 23]","[2.2, 2.3, 2.4, 2.2, 2.1]",C,points_rebounds_assists,under,19.5987,20.5,-127,sleeper,0.58,1.0368,N/A,,,sleeper 20.5 O -130; U -127,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,N/A,"11.18,7.43,0.98","interpolated_sim,interpolated_sim,poisson_fallback",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=56077
Roddy Gayle,Michigan,Arizona,22.0,0.85,"[13, 23, 20, 26, 22]","[1, 1.8, 1.6, 2, 1.7]",F,points_rebounds_assists,over,12.2151,10.5,-143,sleeper,0.6,1.027,N/A,,,sleeper 10.5 O -143; U -115,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,High std dev (4.35); stepped up post-Cason injury but variable usage,N/A,"7.33,3.66,1.22","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=53359
Silas Demary,Connecticut,Illinois,23.0,0.85,"[31, 0, 22, 23, 23]","[2.7, 0, 1.9, 2, 2]",G,points_assists,over,13.2144,12.5,-105,draftkings,0.52,1.0225,N/A,,,draftkings 12.5 O -105; U NA,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Grade 2 high ankle sprain with calf/Achilles issues, consistently played 22-23 min in last 3 tournament games despite limited practice","High recent consistency (22,23,23 min) reduces prior std dev concerns amid ongoing injury management",N/A,"9.15,4.07","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54416
Tobe Awaka,Arizona,Utah St.,17.0,0.9,"[20, 20, 27, 14, 18]","[2.6, 2.6, 3.5, 1.8, 2.3]",FC,rebounds,over,6.9483,6.5,105,fanatics,0.5,1.0215,N/A,,LINE_CHANGED_8.5_TO_6.5:,fanatics 6.5 O +105; U -140 | sleeper 6.5 O -123; U -133,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,Variable recent minutes but frequent in lineups spelling frontcourt,N/A,6.95,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=53032
Keaton Wagler,Illinois,Connecticut,37.0,0.95,"[43, 32, 32, 38, 37]","[2.5, 1.8, 1.8, 2.2, 2.1]",G,points_rebounds,over,22.9991,21.5,-122,fanduel,0.56,1.021,N/A,,,draftkings 22.5 O -125; U NA | fanduel 21.5 O -122; U -104,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,N/A,"17.66,5.34","interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=57911
Brayden Burries,Arizona,Utah St.,32.0,0.95,"[33, 33, 19, 33, 28]","[2.3, 2.3, 1.3, 2.3, 2]",F,threes,over,2.2815,2.5,158,fanduel,0.4,1.0208,N/A,,,caesars 2.5 O +131; U -176 | draftkings 2.5 O +120; U NA | fanatics 2.5 O +125; U -175 | fanduel 2.5 O +158; U NA | prophetx 2.5 O -20408; U -20408 | sleeper 2.5 O +119; U -204,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,N/A,N/A,2.28,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59285
Elliot Cadeau,Michigan,Arizona,35.0,0.85,"[38, 26, 37, 34, 34]","[2.9, 2, 2.9, 2.6, 2.6]",G,assists,under,6.3983,6.5,-115,fanatics,0.55,1.0208,N/A,,,caesars 6.5 O -124; U -121 | draftkings 6.5 O -105; U NA | fanatics 6.5 O -115; U -115 | fanduel 7.5 O +140; U NA | sleeper 6.5 O +101; U -169,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03","Possible allergic reaction pre-Final Four travel; evaluated and cleared, plans to play",High std dev (4.21); recent health issue but confirmed available for game,N/A,6.40,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55027
Yaxel Lendeborg,Michigan,Arizona,34.0,0.95,"[34, 27, 32, 35, 35]","[1.9, 1.5, 1.8, 1.9, 1.9]",C,points_rebounds,over,24.6487,23.5,-111,fanduel,0.54,1.0177,N/A,,,draftkings 24.5 O +105; U NA | fanduel 23.5 O -111; U -115,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,N/A,"16.40,8.25","interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=55504
Ivan Kharchenkov,Arizona,Utah St.,37.0,0.95,"[24, 29, 32, 36, 26]","[1.4, 1.7, 1.8, 2.1, 1.5]",F,points_rebounds,over,17.0319,15.5,-128,fanduel,0.57,1.0144,N/A,,,draftkings 16.5 O -110; U NA | fanduel 15.5 O -128; U +100 | prophetx 15.5 O NA; U -20408,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,High and stable recent minutes across nearly all top lineups,N/A,"11.86,5.17","interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59287
Morez Johnson,Michigan,Arizona,24.0,1.0,"[24, 26, 27, 24, 23]","[2.2, 2.3, 2.4, 2.2, 2.1]",C,points_rebounds,under,18.6162,18.5,-106,fanduel,0.52,1.012,N/A,,,draftkings 19.5 O -110; U NA | fanduel 18.5 O -120; U -106,"Team REB: 40.66, Team AST: 19.21, Team 3PM: 9.38, Team STL: 5.97, Team BLK: 5.90, Team TO: 12.03",N/A,N/A,N/A,"11.18,7.43","interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=56077
Jaden Bradley,Arizona,Utah St.,37.0,0.88,"[35, 31, 31, 34, 23]","[2.2, 1.9, 1.9, 2.1, 1.4]",G,points_assists,over,19.0346,17.5,-130,draftkings,0.57,1.0094,N/A,,LINE_CHANGED_18.5_TO_17.5:,draftkings 17.5 O -130; U NA,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,"High recent minutes as core starter in most lineups, past wrist scare resolved",N/A,"14.64,4.40","interpolated_sim,interpolated_sim",2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=52396
Ivan Kharchenkov,Arizona,Utah St.,37.0,0.95,"[24, 29, 32, 36, 26]","[1.4, 1.7, 1.8, 2.1, 1.5]",F,points,over,11.8606,9.5,-180,fanduel,0.64,0.9964,N/A,,LINE_CHANGED_11.5_TO_9.5:,caesars 11.5 O -108; U -124 | draftkings 11.5 O -110; U NA | fanatics 11.5 O -105; U -125 | fanduel 9.5 O -180; U -125 | prophetx 11.5 O -114; U -137 | sleeper 11.5 O -120; U -135,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",N/A,High and stable recent minutes across nearly all top lineups,N/A,11.86,interpolated_sim,2026-04-04 07:49 PM CDT,https://kenpom.com/player.php?p=59287
Kylan Boswell,Illinois,Connecticut,29.0,0.9,"[17, 27, 34, 30, 27]","[1.1, 1.8, 2.3, 2, 1.8]",G,assists,under,2.4959,2.5,-128,sleeper,0.56,0.9934,N/A,,,sleeper 2.5 O -128; U -128,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,Recovered from February broken hand; full minutes recently,N/A,2.50,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53510
Andrej Stojakovic,Illinois,Connecticut,27.0,0.9,"[31, 20, 26, 29, 26]","[1.6, 1, 1.4, 1.5, 1.4]",F,rebounds,under,4.3987,4.5,-137,caesars,0.57,0.9929,N/A,,,caesars 4.5 O -106; U -137 | draftkings 4.5 O -105; U NA | fanatics 4.5 O +105; U -140 | fanduel 3.5 O -190; U -144 | prophetx 4.5 O -100; U -157 | sleeper 4.5 O -104; U -159,"Team REB: 41.07, Team AST: 14.67, Team 3PM: 11.17, Team STL: 3.80, Team BLK: 4.77, Team TO: 9.03",N/A,N/A,N/A,4.40,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54816
Silas Demary,Connecticut,Illinois,23.0,0.85,"[31, 0, 22, 23, 23]","[2.7, 0, 1.9, 2, 2]",G,points_rebounds_assists,over,16.9771,16.5,-105,draftkings,0.51,0.9881,N/A,,,draftkings 16.5 O -105; U NA | sleeper 16.5 O -139; U -118,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87","Grade 2 high ankle sprain with calf/Achilles issues, consistently played 22-23 min in last 3 tournament games despite limited practice","High recent consistency (22,23,23 min) reduces prior std dev concerns amid ongoing injury management",N/A,"9.15,3.76,4.07","interpolated_sim,interpolated_sim,interpolated_sim",2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=54416
Tarris Reed,Connecticut,UCLA,33.0,0.92,"[30, 27, 23, 29, 35]","[3.3, 3, 2.5, 3.2, 3.8]",C,points,under,15.7877,15.5,-107,prophetx,0.51,0.9872,N/A,,,caesars 15.5 O -113; U -118 | draftkings 15.5 O -120; U NA | fanduel 14.5 O -132; U -122 | prophetx 15.5 O -118; U -107 | sleeper 15.5 O -123; U -133,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",N/A,Consistent high recent minutes,N/A,15.79,interpolated_sim,2026-04-04 05:09 PM CDT,https://kenpom.com/player.php?p=53353
