Player,team,opponent,proj_mins,conf,last_5_games,last_5_games_fouls,pos,stat,bet_side,stat_projection,line,odds,book,win_pct,expected_value,xAiScore,manualRtg,manualNotes,full_odds_meta_data,team_averages,minutes_injury_summary,minutes_confidence_justification,xAiContext,matched_sim_means,sim_source,game_time_cst,kenpom_player_url,etr_mins,etr_mins_diff,etr_proj,etr_proj_diff,rg_mins,rg_mins_diff,rg_proj,rg_proj_diff
Zuby Ejiofor,St. John's,Kansas,30.0,0.95,"[23, 24, 33, 33, 27]","[1.9, 2, 2.7, 2.7, 2.2]",C,blocks,under,2.2413,2.5,-115,fanatics,0.62,1.1581,22.0,,,fanatics 2.5 O -115; U -115 | splash_sports 2.5 O -118; U -118,,,,"Minutes proj 30 stable vs last5 avg28 (23-34 range), no foul/injury issues. But blocks avg 3.8 last5 (4 N Iowa,7 UConn,2 Seton,3 Prov,3 Seton reg), 3.0 last10. Hot streak uncaptured by 2.24 proj (stale). Star role, heavy defensive load in tourney blowouts. Vs ex-team Kansas motivated. Under edge fragile, low trust.",2.24,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53675,33.0,3.0,2.39,0.15,34.0,4.0,2.58,0.34
LeJuan Watts,Texas Tech,Alabama,24.0,0.9,"[25, 19, 18, 27, 25]","[2.2, 1.7, 1.6, 2.4, 2.2]",F,points_rebounds_assists,under,21.7556,23.5,-118,splash_sports,0.63,1.1565,78.0,,,sleeper 23.5 O -120; U -137 | splash_sports 23.5 O -118; U -118,"Team REB: 37.30, Team AST: 16.07, Team 3PM: 11.47, Team STL: 5.93, Team BLK: 3.87, Team TO: 10.90",Reported injury exit in Big 12 tournament semifinal,,"Adversarial review: Ankle injury in Big12 semi led to low mins (18-19 in last5), but cleared for Akron (14pts/6reb/~2ast=22PRA, fouled out). Season avg PRA~20 vs line 23.5; proj 21.8 fits despite uptempo (85PTS). Starter role firm w/Toppin out, but foul trouble, lingering injury cap upside. Unstable recent mins/production hurts under trust.","12.63,6.79,2.34","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=53283,26.0,2.0,22.19,0.43,26.0,2.0,21.23,-0.53
Aiden Sherrell,Alabama,Texas Tech,32.0,0.95,"[33, 27, 23, 31, 30]","[2.8, 2.3, 2, 2.6, 2.6]",C,blocks,over,2.2142,1.5,-118,splash_sports,0.63,1.1548,85.0,,,fanatics 1.5 O -130; U +100 | splash_sports 1.5 O -118; U -118,"Team REB: 40.73, Team AST: 16.33, Team 3PM: 12.97, Team STL: 6.50, Team BLK: 5.07, Team TO: 10.00",,,"Sherrell's season 2.1-2.3 BLK avg in 24min; last10 2.0/27min, last5 2.6/29min crushes 1.5 line. MP proj 32>recent 28.8 but stable starter role, high conf. Volatile (0BLK x2 last10) but recent boom (4,4,3,3,2). Old knee injury cleared; no news vs TT. Foul trouble risk (PF4-5 often). Team BLK proj 4.1<5.07 sl hurts. Solid edge.",2.21,interpolated_sim,2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=56025,30.0,-2.0,1.88,-0.34,31.0,-1.0,1.75,-0.46
Rueben Chinyelu,Florida,Iowa,26.0,0.95,"[31, 26, 25, 30, 20]","[3.6, 3.1, 2.9, 3.5, 2.4]",C,points_rebounds_assists,under,21.7571,23.5,-118,splash_sports,0.62,1.1541,82.0,,,splash_sports 23.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,"Minutes stable at 26 proj matching last5 avg 26.4 & season 25; no injuries/news changes. Recent PRA avg 22 last5/21.5 last10 aligns w/ proj 21.8. Reb avg 10.6-10.8 recent vs proj 10.6. Variable PRA (9-34) & past foul trouble risk over, but low team REB/PTS proj vs Iowa small frontcourt favors under. Matchup edge offset by env.","10.54,10.58,0.63","interpolated_sim,interpolated_sim,poisson_fallback",2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54976,28.0,2.0,22.92,1.17,26.25,0.25,21.01,-0.75
Mason Falslev,Utah St.,Arizona,34.0,0.97,"[35, 34, 31, 31, 35]","[2.3, 2.2, 2, 2, 2.3]",F,points_rebounds,over,21.9226,19.5,-113,fanduel,0.61,1.1531,78.0,,,fanduel 19.5 O -113; U -113,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,,"Minutes stable at 31-35min last 10gs (avg33+), no inj/rot changes, key starter w/MJ Collins. Recent pts+reb last5:29(Vill),20(SDSU),17(Nev),33(UNLV),18(UNM)=23.4avg >21.9proj. Pts volatile(22,16,12,24,15), reb strong(7,4,5,9,3). AZ elite D(#1 def reb%,32-2), low team PTS proj72<82season risks unders via fewer opps/poss. Edge solid but matchup fragility.","14.79,7.13","interpolated_sim,interpolated_sim",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53101,35.0,1.0,21.04,-0.88,34.5,0.5,21.26,-0.66
Christian Anderson,Texas Tech,Alabama,37.0,0.95,"[32, 40, 40, 31, 39]","[1.6, 2, 2, 1.6, 2]",G,rebounds,under,4.4837,4.5,110,fanatics,0.55,1.151,82.0,,,fanatics 4.5 O -145; U +110,"Team REB: 37.30, Team AST: 16.07, Team 3PM: 11.47, Team STL: 5.93, Team BLK: 3.87, Team TO: 10.90","Groin strain from Big 12 tournament resolved; cleared, full strength, scored 18pts/5ast/4stl in first round vs Akron",Post-injury game confirms full workload capacity despite prior std dev; no limitations reported,"Minutes stable at ~37 proj vs last5 avg 36.6; injury cleared but groin strain may limit explosiveness/rebounding post-1REB exit vs ISU. Recent REB volatile: last5 avg4.0 skewed by 11REB outlier (2/25); last4 avg2.25. Season~3.6 aligns w/3.78 proj under4.5. Akron strong def reb (opp19.2/g low), TT proj team REB down. Solid edge but fragile due to variance/injury.",4.48,interpolated_sim,2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=56143,39.0,2.0,4.28,-0.2,39.0,2.0,4.72,0.24
Malachi Moreno,Kentucky,Iowa St.,22.0,0.85,"[28, 12, 32, 21, 20]","[2.7, 1.1, 3, 2, 1.9]",C,turnovers,under,1.3252,1.5,-118,splash_sports,0.62,1.15,42.0,,,splash_sports 1.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",Minor right leg soreness from SEC Tournament resolved; fully available per coach Pope.,"High recent minutes average (~22) and key role in top lineups support slight upward adjustment, tempered by high std dev, poor SCU performance, and variability.","Adversarial review disproves under 1.5 TO: last 5 games avg 2.0 TO (3 SCU@20min,2@21,1@32,0@12,4@27), 3/5 over line. Unstable mins (12-32 range, high std dev) but TOs persist in high-min games. Recent SCU sloppy passes/TOs highlighted; Iowa St aggressive D threatens more (protect ball key per Moreno). Season 1.3 avg stale vs tourney surge. Fragile production, news erodes edge trust.",1.33,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=58397,20.0,-2.0,,,22.0,0.0,,
Braylon Mullins,Connecticut,UCLA,32.0,0.95,"[33, 34, 32, 27, 37]","[3.3, 3.4, 3.2, 2.7, 3.7]",GF,points_rebounds_assists,under,17.0369,18.5,-118,splash_sports,0.62,1.1477,,,,sleeper 18.5 O -114; U -145 | splash_sports 18.5 O -118; U -118,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",,,,"11.26,4.14,1.64","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=58096,35.0,3.0,19.6,2.56,34.0,2.0,18.21,1.17
Eric Dailey,UCLA,Connecticut,30.0,0.95,"[22, 24, 34, 34, 32]","[1.7, 1.9, 2.6, 2.6, 2.5]",FC,threes,under,0.7998,0.5,155,fanatics,0.45,1.146,,,,caesars 1.5 O +191; U -265 | fanatics 0.5 O -250; U +155,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Very stable ~30 min average, 32 in UCF; core starter in all lineups",,0.80,poisson_fallback,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=54675,32.0,2.0,0.83,0.03,34.0,4.0,0.97,0.17
Zuby Ejiofor,St. John's,Kansas,30.0,0.95,"[23, 24, 33, 33, 27]","[1.9, 2, 2.7, 2.7, 2.2]",C,rebounds,under,7.7768,8.5,-118,splash_sports,0.62,1.1413,,,,caesars 7.5 O -152; U +114 | fanatics 8.5 O +105; U -140 | fanduel 7.5 O -138; U +104 | prophetx 7.5 O -192; U -130 | sleeper 8.5 O -109; U -152 | splash_sports 8.5 O -118; U -118,,,,,7.78,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53675,33.0,3.0,8.3,0.52,34.0,4.0,8.57,0.79
Skyy Clark,UCLA,Connecticut,30.0,0.88,"[34, 31, 33, 31, 20]","[3.1, 2.9, 3.1, 2.9, 1.8]",G,points,under,9.4854,10.5,-118,splash_sports,0.62,1.1398,,,,caesars 10.5 O -105; U -127 | fanatics 10.5 O -110; U -120 | fanduel 10.5 O -102; U -128 | prophetx 10.5 O -135; U -159 | sleeper 10.5 O -120; U -135 | splash_sports 10.5 O -118; U -118,"Team REB: 32.30, Team AST: 16.00, Team 3PM: 7.87, Team STL: 6.40, Team BLK: 3.00, Team TO: 9.07",,"Strong avg ~30, dip to 20 in UCF likely matchup-specific; heavy in lineups (top 8)",,9.49,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=52575,30.0,0.0,9.71,0.23,32.0,2.0,10.3,0.81
Boogie Fland,Florida,Iowa,31.0,0.95,"[29, 33, 35, 34, 25]","[2, 2.3, 2.4, 2.4, 1.8]",G,points_rebounds_assists,under,16.1361,17.5,-118,splash_sports,0.62,1.1389,,,,splash_sports 17.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,"10.95,2.23,2.96","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56216,33.0,2.0,17.01,0.87,31.25,0.25,16.23,0.09
Alex Karaban,Connecticut,UCLA,36.0,0.95,"[40, 30, 35, 37, 38]","[2.4, 1.8, 2.1, 2.2, 2.3]",F,threes,under,1.7354,2.5,-188,prophetx,0.74,1.1361,,,,caesars 2.5 O +149; U -205 | fanatics 2.5 O +135; U -210 | prophetx 2.5 O +102; U -188,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",,,,1.74,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=52265,38.0,2.0,1.85,0.11,37.0,1.0,1.74,0.0
Malik Reneau,Miami FL,Purdue,32.0,0.94,"[33, 25, 31, 32, 36]","[2.8, 2.1, 2.6, 2.7, 3.1]",C,points,under,17.234,18.5,-113,fanduel,0.6,1.1347,,,,caesars 18.5 O -118; U -113 | fanatics 18.5 O -115; U -115 | fanduel 18.5 O -118; U -113 | prophetx 18.5 O -126; U -123 | splash_sports 18.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,17.23,interpolated_sim,2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52577,35.0,3.0,17.0,-0.23,33.0,1.0,17.06,-0.17
Braden Smith,Purdue,Miami FL,35.0,0.95,"[36, 37, 32, 38, 32]","[1.7, 1.8, 1.5, 1.8, 1.5]",G,points_assists,over,25.7567,23.5,-113,fanduel,0.6,1.1332,,,,fanduel 23.5 O -113; U -113,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",,,,"17.80,7.95","interpolated_sim,interpolated_sim",2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52901,38.0,3.0,23.25,-2.51,36.0,1.0,21.24,-4.52
Mouhamed Dioubate,Kentucky,Iowa St.,23.0,0.95,"[17, 21, 20, 23, 32]","[2.1, 2.6, 2.4, 2.8, 3.9]",FC,points_rebounds_assists,under,15.2933,16.5,-118,splash_sports,0.61,1.1312,,,,sleeper 16.5 O -137; U -120 | splash_sports 16.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",,Recent tournament (32 min vs Santa Clara) and last 7 avg ~22 min support slight upward adjustment.,,"8.26,6.11,0.92","interpolated_sim,interpolated_sim,poisson_fallback",2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=55283,24.0,1.0,15.12,-0.17,22.0,-1.0,15.29,-0.0
Malik Reneau,Miami FL,Purdue,32.0,0.94,"[33, 25, 31, 32, 36]","[2.8, 2.1, 2.6, 2.7, 3.1]",C,points_rebounds,under,24.5265,25.5,-104,fanduel,0.58,1.1308,,,,fanduel 25.5 O -122; U -104,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,"17.23,7.29","interpolated_sim,interpolated_sim",2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=52577,35.0,3.0,24.2,-0.33,33.0,1.0,24.09,-0.44
Braylon Mullins,Connecticut,UCLA,32.0,0.95,"[33, 34, 32, 27, 37]","[3.3, 3.4, 3.2, 2.7, 3.7]",GF,points,under,11.2612,12.5,-124,caesars,0.63,1.129,,,,caesars 12.5 O -107; U -124 | fanatics 12.5 O +100; U -130 | fanduel 11.5 O -122; U -106 | prophetx 12.5 O -155; U -161 | sleeper 11.5 O -143; U -115 | splash_sports 11.5 O -118; U -118,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",,,,11.26,interpolated_sim,2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=58096,35.0,3.0,12.96,1.69,34.0,2.0,12.92,1.66
Alex Condon,Florida,Iowa,29.0,0.95,"[27, 28, 36, 31, 25]","[2.4, 2.5, 3.2, 2.8, 2.2]",C,rebounds,under,6.2437,6.5,-108,fanduel,0.59,1.128,,,,caesars 6.5 O -112; U -120 | fanatics 6.5 O -105; U -125 | fanduel 6.5 O -122; U -108 | prophetx 6.5 O -151; U -165 | splash_sports 6.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,6.24,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54391,33.0,4.0,6.66,0.42,29.25,0.25,5.97,-0.27
Jacari White,Virginia,Tennessee,20.0,0.9,"[18, 21, 15, 10, 24]","[1.2, 1.4, 1, 0.6, 1.6]",GF,points_rebounds_assists,under,11.5248,12.5,-118,splash_sports,0.61,1.1276,,,,splash_sports 12.5 O -118; U -118,"Team REB: 40.93, Team AST: 16.73, Team 3PM: 10.13, Team STL: 6.57, Team BLK: 6.23, Team TO: 10.80",Recovered from December wrist fracture; exploded for 26 pts in 24 min vs Wright State,"Recent NCAA Tournament performance (24 min, 26 pts) and coach comments affirming key role post-ACC final reduce uncertainty",,"7.71,2.58,1.24","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=53155,20.0,0.0,12.02,0.49,18.0,-2.0,11.4,-0.12
Tavion Banks,Iowa,Florida,27.0,0.95,"[27, 26, 34, 19, 25]","[3.4, 3.2, 4.2, 2.4, 3.1]",FC,points,over,10.9147,9.5,-106,fanduel,0.58,1.1249,,,,caesars 9.5 O -113; U -120 | fanatics 9.5 O -115; U -115 | fanduel 9.5 O -106; U -122 | prophetx 9.5 O -119; U -130 | splash_sports 9.5 O -118; U -118,"Team REB: 29.83, Team AST: 15.14, Team 3PM: 7.83, Team STL: 7.07, Team BLK: 2.10, Team TO: 9.48",,,,10.91,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=56548,26.0,-1.0,9.64,-1.27,26.0,-1.0,9.44,-1.47
C.J. Cox,Purdue,Miami FL,25.0,0.9,"[28, 22, 27, 27, 25]","[1.5, 1.2, 1.4, 1.4, 1.3]",G,points_rebounds_assists,under,11.5492,12.5,-118,splash_sports,0.61,1.1234,,,,splash_sports 12.5 O -118; U -118,"Team REB: 35.60, Team AST: 19.67, Team 3PM: 9.40, Team STL: 5.67, Team BLK: 2.67, Team TO: 9.17",,,,"7.55,2.83,1.18","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=56089,25.0,0.0,11.52,-0.03,25.0,0.0,12.2,0.65
Alex Condon,Florida,Iowa,29.0,0.95,"[27, 28, 36, 31, 25]","[2.4, 2.5, 3.2, 2.8, 2.2]",C,points_rebounds,under,19.1287,20.5,-118,fanduel,0.61,1.1233,,,,fanduel 20.5 O -108; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,"12.88,6.24","interpolated_sim,interpolated_sim",2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54391,33.0,4.0,20.4,1.27,29.25,0.25,19.24,0.11
J.P. Estrella,Tennessee,Virginia,25.0,0.88,"[27, 23, 16, 20, 29]","[3.2, 2.7, 1.9, 2.4, 3.4]",C,rebounds,over,7.3176,6.5,114,fanduel,0.52,1.1231,,,,caesars 6.5 O +112; U -150 | fanatics 6.5 O +110; U -145 | fanduel 6.5 O +114; U -152 | prophetx 6.5 O +105; U -163,"Team REB: 42.67, Team AST: 17.20, Team 3PM: 6.67, Team STL: 7.63, Team BLK: 3.43, Team TO: 11.97",History of left foot surgery/soreness (Feb 2026 managed),Recent full minutes despite history,,7.32,interpolated_sim,2026-03-22 05:10 PM CDT,https://kenpom.com/player.php?p=54830,26.0,1.0,6.99,-0.33,23.0,-2.0,6.11,-1.21
Karson Templin,Utah St.,Arizona,18.0,0.9,"[23, 18, 14, 14, 24]","[3.4, 2.7, 2.1, 2.1, 3.5]",C,points_rebounds_assists,under,12.5699,13.5,-118,splash_sports,0.6,1.1162,,,,splash_sports 13.5 O -118; U -118,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,,,"7.30,4.64,0.64","interpolated_sim,interpolated_sim,poisson_fallback",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=54924,19.0,1.0,12.48,-0.09,18.5,0.5,13.01,0.44
Shelton Henderson,Miami FL,Purdue,35.0,0.98,"[36, 33, 31, 32, 37]","[2.4, 2.2, 2.1, 2.2, 2.5]",F,points_rebounds_assists,over,20.6106,18.5,-118,splash_sports,0.6,1.1147,,,,splash_sports 18.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.40, Team 3PM: 6.67, Team STL: 8.00, Team BLK: 3.33, Team TO: 11.57",,,,"13.02,5.49,2.10","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 11:10 AM CDT,https://kenpom.com/player.php?p=58422,33.0,-2.0,18.05,-2.56,33.0,-2.0,18.08,-2.53
Alex Karaban,Connecticut,UCLA,36.0,0.95,"[40, 30, 35, 37, 38]","[2.4, 1.8, 2.1, 2.2, 2.3]",F,points_rebounds_assists,under,20.2102,21.5,-118,splash_sports,0.6,1.1144,,,,sleeper 21.5 O -123; U -133 | splash_sports 21.5 O -118; U -118,"Team REB: 36.37, Team AST: 18.63, Team 3PM: 8.57, Team STL: 7.00, Team BLK: 5.47, Team TO: 10.87",,,,"12.29,5.75,2.17","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 07:45 PM CDT,https://kenpom.com/player.php?p=52265,38.0,2.0,21.5,1.29,37.0,1.0,19.39,-0.82
Dillon Mitchell,St. John's,Kansas,34.0,0.85,"[37, 14, 36, 38, 32]","[2.3, 0.9, 2.2, 2.4, 2]",FC,rebounds,over,8.9754,7.5,-118,splash_sports,0.6,1.1098,,,,caesars 7.5 O -130; U -103 | fanatics 7.5 O -125; U -105 | prophetx 7.5 O -124; U -145 | sleeper 7.5 O -154; U -108 | splash_sports 7.5 O -118; U -118,,,"Recent tournament minutes consistently high (32 vs UNI, 36 vs Seton Hall semi, 39 vs UConn final) after outlier 14-min Big East quarterfinal; coach Pitino highlights 'played all those minutes' and praises consistency post-meeting.",,8.98,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53280,34.0,0.0,8.45,-0.53,34.0,0.0,8.54,-0.44
Amari Allen,Alabama,Texas Tech,31.0,0.95,"[26, 21, 24, 25, 32]","[2.7, 2.2, 2.5, 2.6, 3.3]",FC,points_rebounds_assists,over,23.6796,21.5,-118,splash_sports,0.6,1.1067,,,,sleeper 21.5 O -133; U -123 | splash_sports 21.5 O -118; U -118,"Team REB: 40.73, Team AST: 16.33, Team 3PM: 12.97, Team STL: 6.50, Team BLK: 5.07, Team TO: 10.00",,,,"12.81,7.74,3.13","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 08:45 PM CDT,https://kenpom.com/player.php?p=57933,32.0,1.0,23.28,-0.39,31.0,0.0,21.41,-2.27
Zuby Ejiofor,St. John's,Kansas,30.0,0.95,"[23, 24, 33, 33, 27]","[1.9, 2, 2.7, 2.7, 2.2]",C,points_rebounds,under,23.3601,24.5,-113,fanduel,0.59,1.1064,,,,fanduel 24.5 O -113; U -113,,,,,"15.58,7.78","interpolated_sim,interpolated_sim",2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53675,33.0,3.0,24.92,1.56,34.0,4.0,26.13,2.77
Alex Condon,Florida,Iowa,29.0,0.95,"[27, 28, 36, 31, 25]","[2.4, 2.5, 3.2, 2.8, 2.2]",C,blocks,under,1.0256,1.5,-190,fanatics,0.72,1.1054,,,,fanatics 1.5 O +145; U -190,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,1.03,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54391,33.0,4.0,1.09,0.07,29.25,0.25,1.23,0.2
Mouhamed Dioubate,Kentucky,Iowa St.,23.0,0.95,"[17, 21, 20, 23, 32]","[2.1, 2.6, 2.4, 2.8, 3.9]",FC,rebounds,under,6.1105,6.5,-118,splash_sports,0.6,1.1048,,,,sleeper 6.5 O -128; U -128 | splash_sports 6.5 O -118; U -118,"Team REB: 38.20, Team AST: 16.17, Team 3PM: 8.33, Team STL: 7.10, Team BLK: 4.33, Team TO: 10.73",,Recent tournament (32 min vs Santa Clara) and last 7 avg ~22 min support slight upward adjustment.,,6.11,interpolated_sim,2026-03-22 01:45 PM CDT,https://kenpom.com/player.php?p=55283,24.0,1.0,6.04,-0.07,22.0,-1.0,5.84,-0.27
Jaden Bradley,Arizona,Utah St.,32.0,0.88,"[35, 31, 31, 34, 23]","[2.2, 1.9, 1.9, 2.1, 1.4]",G,points,over,14.2891,12.5,-115,fanatics,0.59,1.1036,,,,caesars 12.5 O -124; U -108 | fanatics 12.5 O -115; U -115 | fanduel 12.5 O -130; U +100 | prophetx 12.5 O -137; U -114 | splash_sports 12.5 O -118; U -118,"Team REB: 43.23, Team AST: 17.23, Team 3PM: 5.87, Team STL: 8.07, Team BLK: 4.27, Team TO: 11.03",Tweaked left wrist/finger in Big 12 final but returned to game and practicing normally,Healthy now but slight uncertainty post-injury; blowout limited last game's minutes,,14.29,interpolated_sim,2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=52396,32.0,0.0,13.68,-0.61,32.0,0.0,12.2,-2.09
Darryn Peterson,Kansas,St. John's,36.0,0.92,"[35, 29, 37, 28, 37]","[1.9, 1.6, 2, 1.5, 2]",GF,rebounds,over,5.1107,4.5,108,fanduel,0.53,1.1035,,,,caesars 4.5 O -105; U -129 | fanatics 4.5 O -115; U -115 | fanduel 4.5 O +108; U -144 | prophetx 4.5 O -106; U -147 | sleeper 4.5 O -109; U -152 | splash_sports 4.5 O -118; U -118,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73","History of cramping, hamstring, ankle issues but cleared for NCAA Tournament and played fully in first round","Consistent 30+ min load recently (avg 33), no recent absences",,5.11,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=58391,37.0,1.0,5.51,0.4,37.0,1.0,5.58,0.47
Oziyah Sellers,St. John's,Kansas,29.0,0.95,"[32, 32, 16, 19, 25]","[2.2, 2.2, 1.1, 1.3, 1.8]",GF,threes,under,1.5039,1.5,-110,caesars,0.58,1.1032,,,,caesars 1.5 O -121; U -110 | fanatics 1.5 O -120; U -110 | prophetx 1.5 O -124; U -111,,Minor hip tweak in Big East semifinal (Mar 13) but returned and played full role since,"Recent minutes: 32 (vs Providence), 25 (vs UNI); averaging 29.6 MPG pre-tournament; top lineup player & coach praise (Pitino: 'lock NBA player')",,1.50,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=53085,25.0,-4.0,1.51,0.0,24.0,-5.0,1.73,0.23
Flory Bidunga,Kansas,St. John's,32.0,0.95,"[37, 26, 27, 31, 30]","[2.7, 1.9, 2, 2.2, 2.2]",C,blocks,over,2.5932,1.5,-180,fanatics,0.71,1.1026,,,,fanatics 1.5 O -180; U +140,"Team REB: 38.63, Team AST: 14.40, Team 3PM: 7.37, Team STL: 5.50, Team BLK: 5.87, Team TO: 10.73",,,,2.59,interpolated_sim,2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=56053,32.0,0.0,2.46,-0.13,32.0,0.0,2.58,-0.01
Bryce Hopkins,St. John's,Kansas,34.0,0.95,"[32, 27, 34, 39, 35]","[1.8, 1.5, 1.9, 2.1, 1.9]",FC,points_rebounds,over,21.7684,19.5,-122,fanduel,0.61,1.1021,,,,fanduel 19.5 O -122; U -104,,,,,"14.10,7.67","interpolated_sim,interpolated_sim",2026-03-22 04:15 PM CDT,https://kenpom.com/player.php?p=51699,35.0,1.0,22.14,0.37,34.0,0.0,21.74,-0.03
Drake Allen,Utah St.,Arizona,33.0,0.95,"[37, 30, 31, 30, 33]","[3.5, 2.8, 2.9, 2.8, 3.1]",G,points_rebounds_assists,over,20.4129,18.5,-118,splash_sports,0.6,1.1016,,,,splash_sports 18.5 O -118; U -118,"Team REB: 34.63, Team AST: 17.70, Team 3PM: 8.83, Team STL: 8.77, Team BLK: 2.97, Team TO: 10.67",,,,"11.06,4.38,4.98","interpolated_sim,interpolated_sim,interpolated_sim",2026-03-22 06:50 PM CDT,https://kenpom.com/player.php?p=53191,33.0,0.0,17.77,-2.64,33.5,0.5,19.02,-1.39
Rueben Chinyelu,Florida,Iowa,26.0,0.95,"[31, 26, 25, 30, 20]","[3.6, 3.1, 2.9, 3.5, 2.4]",C,rebounds,under,10.5844,10.5,105,fanatics,0.54,1.1005,,,,caesars 10.5 O -134; U +101 | fanatics 10.5 O -140; U +105 | fanduel 10.5 O -132; U +100 | prophetx 10.5 O -186; U -137 | splash_sports 10.5 O -118; U -118,"Team REB: 45.67, Team AST: 16.83, Team 3PM: 7.57, Team STL: 6.67, Team BLK: 5.07, Team TO: 11.73",,,,10.58,interpolated_sim,2026-03-22 06:10 PM CDT,https://kenpom.com/player.php?p=54976,28.0,2.0,11.15,0.57,26.25,0.25,10.42,-0.16
